Name,Card Type,Type,Set,Image,Rarity
Vaporeon,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/134/high.png,Rare
Tranquill,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/134/high.png,Common
Houndoom ex,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/134/high.png,Double rare
Electrode,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/134/high.png,Shiny rare
Weavile,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/134/high.png,Rare
Aegislash,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/134/high.png,Rare
Hustle Belt,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/134/high.png,Uncommon
Blissey ex,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/134/high.png,Double rare
Necrozma GX,Pokemon,Psychic,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/134/high.png,Ultra Rare
Wigglytuff,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/134/high.png,Rare
Jigglypuff,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/134/high.png,Common
Vikavolt GX,Pokemon,Lightning,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/134/high.png,Ultra Rare
Drapion,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/134/high.png,Rare
Pawniard,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/134/high.png,Common
Timer Ball,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/134/high.png,Uncommon
Black Market ◇,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/134/high.png,Rare
Unidentified Fossil,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/134/high.png,Uncommon
Brigette,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/134/high.png,Uncommon
Battle Tower,Trainer,,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/134/high.png,Uncommon
Water Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/134/high.png,Common
Professor Birch's Observations,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/134/high.png,Uncommon
Doublade,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/134/high.png,Uncommon
Wyrdeer V,Pokemon,Colorless,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/134/high.png,Holo Rare V
Bisharp,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/134/high.png,Uncommon
Swellow,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/134/high.png,Uncommon
Doctor,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/134/high.png,Uncommon
Single Strike Style Mustard,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/134/high.png,Uncommon
Lugia-EX,Pokemon,Colorless,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/134/high.png,Ultra Rare
Primeape,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/134/high.png,Uncommon
Herdier,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/134/high.png,Uncommon
Zygarde,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/134/high.png,Rare
Hisuian Goodra,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/134/high.png,Holo Rare
Snowpoint Temple,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/134/high.png,Uncommon
Cheren's Care,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/134/high.png,Uncommon
Tauros,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/134/high.png,Common
Leon,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/134/high.png,Holo Rare
Skyla,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/134/high.png,Uncommon
Time Shard,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/135/high.png,Uncommon
Mystery Plate Gamma,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/135/high.png,Uncommon
Totodile,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/135/high.png,Common
Maschiff,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/135/high.png,Common
Jolteon,Pokemon,Lightning,151,https://assets.tcgdex.net/en/sv/sv03.5/135/high.png,Rare
Unfezant,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/135/high.png,Uncommon
Absol ex,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/135/high.png,Double rare
Shinx,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/135/high.png,Shiny rare
Tyranitar,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/135/high.png,Rare
Lucario GX,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/135/high.png,Secret Rare
Aegislash ex,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/135/high.png,Double rare
Last Chance Potion,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/135/high.png,Uncommon
Eevee,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/135/high.png,Common
Machamp GX,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/135/high.png,Ultra Rare
Marill,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/135/high.png,Common
Wigglytuff,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/135/high.png,Rare
Tapu Koko GX,Pokemon,Lightning,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/135/high.png,Ultra Rare
Purrloin,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/135/high.png,Common
Bisharp,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/135/high.png,Uncommon
Ultra Ball,Trainer,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/135/high.png,Uncommon
Brock’s Grit,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/135/high.png,Uncommon
Volkner,Trainer,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/135/high.png,Uncommon
Buddy-Buddy Rescue,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/135/high.png,Uncommon
Champion's Room,Trainer,,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/135/high.png,Uncommon
Lightning Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/135/high.png,Common
Rare Candy,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/135/high.png,Uncommon
Aegislash,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/135/high.png,Rare
Adaman,Trainer,,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/135/high.png,Holo Rare
Corviknight,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/135/high.png,Rare
Whismur,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/135/high.png,Common
Dyna Tree Hill,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/135/high.png,Uncommon
Sordward & Shielbert,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/135/high.png,Uncommon
Colress,Trainer,,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/135/high.png,Ultra Rare
Geodude,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/135/high.png,Common
Stoutland,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/135/high.png,Rare
Regidrago V,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/135/high.png,Holo Rare V
Hisuian Goodra V,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/135/high.png,Holo Rare V
Stark Mountain,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/135/high.png,Uncommon
Choice Belt,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/135/high.png,Uncommon
Sentret,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/135/high.png,Common
Lost Vacuum,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/135/high.png,Uncommon
Switch,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/135/high.png,Common
Town Volunteers,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/136/high.png,Uncommon
Mystery Plate Delta,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/136/high.png,Uncommon
Vulpix,Pokemon,Fire,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/136/high.png,Common
Maschiff,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/136/high.png,Common
Flareon,Pokemon,Fire,151,https://assets.tcgdex.net/en/sv/sv03.5/136/high.png,Rare
Minccino,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/136/high.png,Common
Darkrai,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/136/high.png,Rare
Luxio,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/136/high.png,Shiny rare
Sableye,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/136/high.png,Rare
Zygarde GX,Pokemon,Fighting,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/136/high.png,Secret Rare
Zacian,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/136/high.png,Rare
Life Herb,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/136/high.png,Uncommon
Snorlax,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/136/high.png,Uncommon
Lycanroc GX,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/136/high.png,Ultra Rare
Azumarill,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/136/high.png,Rare
Togepi,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/136/high.png,Common
Toxapex GX,Pokemon,Psychic,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/136/high.png,Ultra Rare
Liepard,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/136/high.png,Rare
Guzzlord,Pokemon,Darkness,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/136/high.png,Rare
Double Colorless Energy,Energy,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/136/high.png,Uncommon
Buff Padding,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/136/high.png,Uncommon
Super Boost Energy ◇,Energy,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/136/high.png,Rare
Fisherman,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/136/high.png,Uncommon
Cynthia's Guidance,Trainer,,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/136/high.png,Uncommon
Psychic Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/136/high.png,Common
Repeat Ball,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/136/high.png,Uncommon
Copperajah V,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/136/high.png,Holo Rare V
Canceling Cologne,Trainer,,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/136/high.png,Uncommon
Cufant,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/136/high.png,Common
Loudred,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/136/high.png,Uncommon
Echoing Horn,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/136/high.png,Uncommon
Tool Jammer,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/136/high.png,Uncommon
Charizard,Pokemon,Fire,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/136/high.png,Secret Rare
Graveler,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/136/high.png,Uncommon
Rufflet,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/136/high.png,Common
Regidrago VSTAR,Pokemon,Dragon,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/136/high.png,Holo Rare VSTAR
Hisuian Goodra VSTAR,Pokemon,Dragon,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/136/high.png,Holo Rare VSTAR
Technical Machine TS-1,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/136/high.png,Uncommon
Cleansing Gloves,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/136/high.png,Uncommon
Furret,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/136/high.png,Uncommon
Nessa,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/136/high.png,Holo Rare
Town Map,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/136/high.png,Uncommon
Traveling Salesman,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/137/high.png,Uncommon
Mystery Zone,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/137/high.png,Uncommon
Bill's Maintenance,Trainer,,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/137/high.png,Uncommon
Mabosstiff,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/137/high.png,Uncommon
Porygon,Pokemon,Colorless,151,https://assets.tcgdex.net/en/sv/sv03.5/137/high.png,Common
Cinccino,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/137/high.png,Uncommon
Inkay,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/137/high.png,Common
Luxray,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/137/high.png,Shiny rare
Seviper,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/137/high.png,Uncommon
Yveltal GX,Pokemon,Darkness,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/137/high.png,Secret Rare
Skeledirge ex,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/137/high.png,Double rare
Lisia,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/137/high.png,Uncommon
Aipom,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/137/high.png,Common
Marshadow GX,Pokemon,Fighting,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/137/high.png,Ultra Rare
Snubbull,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/137/high.png,Common
Togetic,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/137/high.png,Uncommon
Tapu Lele GX,Pokemon,Psychic,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/137/high.png,Ultra Rare
Scraggy,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/137/high.png,Common
Alolan Sandshrew,Pokemon,Metal,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/137/high.png,Common
Rainbow Energy,Energy,,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/137/high.png,Uncommon
Dana,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/137/high.png,Uncommon
Unit Energy GrassFireWater,Energy,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/137/high.png,Uncommon
Float Stone,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/137/high.png,Uncommon
Cyrus's Initiative,Trainer,,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/137/high.png,Uncommon
Fighting Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/137/high.png,Common
Rough Seas,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/137/high.png,Uncommon
Copperajah VMAX,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/137/high.png,Holo Rare VMAX
Choy,Trainer,,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/137/high.png,Uncommon
Copperajah,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/137/high.png,Holo Rare
Exploud,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/137/high.png,Rare
Expedition Uniform,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/137/high.png,Uncommon
Tower of Darkness,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/137/high.png,Uncommon
Blastoise,Pokemon,Water,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/137/high.png,Secret Rare
Golem,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/137/high.png,Rare
Braviary,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/137/high.png,Uncommon
Smeargle,Pokemon,Colorless,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/137/high.png,Common
Pidgeot V,Pokemon,Colorless,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/137/high.png,Holo Rare V
Technical Machine TS-2,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/137/high.png,Uncommon
Collapsed Stadium,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/137/high.png,Uncommon
Dunsparce,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/137/high.png,Common
Poké Ball,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/137/high.png,Common
Computer Search,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/137/high.png,Rare
Undersea Ruins,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/138/high.png,Uncommon
Oracle,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/138/high.png,Uncommon
Copycat,Trainer,,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/138/high.png,Uncommon
Bombirdier,Pokemon,Darkness,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/138/high.png,Uncommon
Omanyte,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/138/high.png,Uncommon
Drampa,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/138/high.png,Rare
Malamar,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/138/high.png,Uncommon
Pachirisu,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/138/high.png,Shiny rare
Deino,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/138/high.png,Common
Dialga GX,Pokemon,Metal,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/138/high.png,Secret Rare
Orthworm,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/138/high.png,Uncommon
Lure Ball,Trainer,,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/138/high.png,Uncommon
Ambipom,Pokemon,Colorless,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/138/high.png,Uncommon
Alolan Muk GX,Pokemon,Darkness,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/138/high.png,Ultra Rare
Granbull,Pokemon,Fairy,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/138/high.png,Rare
Togekiss,Pokemon,Fairy,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/138/high.png,Rare
Lycanroc GX,Pokemon,Fighting,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/138/high.png,Ultra Rare
Scrafty,Pokemon,Darkness,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/138/high.png,Rare
Alolan Sandslash,Pokemon,Metal,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/138/high.png,Rare
Lurantis GX,Pokemon,Grass,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/138/high.png,Ultra Rare
Dangerous Drill,Trainer,,Team Up,https://assets.tcgdex.net/en/sm/sm9/138/high.png,Uncommon
Unit Energy LightningPsychicMetal,Energy,,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/138/high.png,Uncommon
Giovanni's Scheme,Trainer,,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/138/high.png,Uncommon
Night Teleporter,Trainer,,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/138/high.png,Uncommon
Darkness Energy,Energy,,XY,https://assets.tcgdex.net/en/xy/xy1/138/high.png,Common
Scorched Earth,Trainer,,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/138/high.png,Uncommon
Duraludon,Pokemon,Metal,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/138/high.png,Holo Rare
Cyllene,Trainer,,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/138/high.png,Uncommon
Zacian V,Pokemon,Metal,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/138/high.png,Holo Rare V
Rayquaza,Pokemon,Colorless,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/138/high.png,Amazing Rare
Fire-Resistant Gloves,Trainer,,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/138/high.png,Uncommon
Tower of Waters,Trainer,,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/138/high.png,Uncommon
Random Receiver,Trainer,,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/138/high.png,Secret Rare
Onix,Pokemon,Fighting,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/138/high.png,Common
Fletchling,Pokemon,Colorless,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/138/high.png,Common
Lugia V,Pokemon,Colorless,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/138/high.png,Holo Rare V
Lickitung,Pokemon,Colorless,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/138/high.png,Common
Claw Fossil,Trainer,,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/138/high.png,Common
Cynthia's Ambition,Trainer,,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/138/high.png,Uncommon
Teddiursa,Pokemon,Colorless,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/138/high.png,Common
Pokémon Catcher,Trainer,,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/138/high.png,Uncommon
Crystal Edge,Trainer,,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/138/high.png,Rare
Power Plant,Trainer,,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/139/high.png,Uncommon
Star Piece,Trainer,,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/139/high.png,Uncommon
Dual Ball,Trainer,,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/139/high.png,Uncommon
Forretress,Pokemon,Metal,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/139/high.png,Uncommon
Omastar,Pokemon,Water,151,https://assets.tcgdex.net/en/sv/sv03.5/139/high.png,Rare
Iron Jugulis,Pokemon,Colorless,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/139/high.png,Uncommon
Salandit,Pokemon,Darkness,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/139/high.png,Common
Thundurus,Pokemon,Lightning,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/139/high.png,Shiny rare
Zweilous,Pokemon,Darkness,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/139/high.png,Uncommon
Xerneas GX,Pokemon,Fairy,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/139/high.png,Secret Rare
Gholdengo ex,Pokemon,Metal,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/139/high.png,Double rare
